review_id,author_id,product_id,rating,is_recommended,helpfulness,total_feedback_count,total_neg_feedback_count,total_pos_feedback_count,submission_date,review_text,review_title
535647,9196546367,P416341,5,1,NA,0,0,0,5/23/21,"Gifted by La Mer”.upon opening I loved the velvet bag. I opened the lotion and noticed the high quality bottles. Read the simple instructions and applied the cream to the tips of my finger, let it turn translucent and then applied it to my clean face. I noticed right away that my skin felt much softer. I used this for a couple of days and noticed my skin was way less red and my skin was softer. I have sensitive skin and this was great for it. Highly recommend.",Supple and great
535648,969556925,P416341,4,1,NA,0,0,0,5/23/21,This product is amazing! A small amount goes a long way!! It is thick and super moisturizing. It gave my skin a nice glow. I loved how my makeup would sit on top of it after applying. I felt like even my makeup stayed fresh the whole day wearing this under it.,Thick moisturizer
535649,11059828377,P416341,5,1,NA,0,0,0,5/23/21,"I was recently gifted by La Mer Crème de la Mer and I’m absolutely obsessed with it. I atruggle off and on with dry unbalanced skin, and this has really made a huge difference in how hydrated my face stays. So soft and easy to apply, only need to use a small dab. Highly recommend!",Love!
535650,1344615737,P416341,4,1,NA,0,0,0,5/22/21,"I was so excited to try this iconic cream, and it did not disappoint. The texture is very thick, but once warmed up it goes on very smoothly and left my skin feeling very hydrated and looking dewey. Definitely would be great to use as a targeted treatment on dry patches of skin. My only criticism is the scent seems a bit outdated, and I’m not sure if it’s totally worth it as an everyday cream for the price. I feel like the container would last a long time though since you only need a small amount.",
535651,1806732336,P416341,5,1,NA,0,0,0,5/22/21,This is complimentary from La Mer. I have dry skin and expression lines throughout. This product did so well in a short amount of time. My expression lines have faded and my skin feels so soft! It’s true when they say a little goes a long way and this pairs well with serums. I definitely recommended!,So smooth!
535652,9134640570,P416341,5,1,NA,0,0,0,5/22/21,"I was gifted by la mer this cream. Omg omg this cream indeed a spectacular cream. It is rich and melts in your skin. It’s such a full hydration cream. My skin was so smooth and soft. It felt like a baby’s bum hehe. I genuinely love the cream regardless of the price tag, as it is totally worth it.",Impeccable cream
535653,6761549421,P416341,5,1,NA,0,0,0,5/22/21,"I have dry skin, and need something hydrating to keep my skin look good. This product was perfect for me, as it is thick and hydrating. A little goes a long way, and definitely stay put for the rest of the day. Gifted by La Mer, but all opinions are my own.",Very hydrating
535654,25469251432,P416341,5,1,NA,0,0,0,5/22/21,"This product is gifted by La Mer , I really love it works perfectly so smooth on my skin doesn’t have strong smell and I felt that my face so soft and more glowing also so shiny I really recommend it.",Love it!
535655,31948611264,P416341,5,1,NA,0,0,0,5/22/21,"This product is gifted by Lamer in exchange of my opinion. This cream has been my favorite winder cream. It’s moisturizing yet not too oily. You do have to warm it up before applying to your face or add a drop of face oil in it. But after it’s warmed up, it can be absorbed by your skin very quickly. Definitely recommend",Love!
535656,1366334928,P416341,5,1,NA,0,0,0,5/22/21,"I was gifted by La Mer their coveted moisturizing cream and it was heavenly. It smelled clean and fresh… and left my skin  nice and smooth. I see why people always talk about this, I wouldn’t have been able to try it without this great gift :) helps heal my dryness with deep moisture, and a little goes a long way.",La Mer moisturizing cream
535657,21662658267,P416341,4,1,NA,0,0,0,5/22/21,This is worth the hype! I received this complimentary from La Mer. It is such a luxurious cream-perfect for my dry skin. A little goes a long way and it works best if you warm it between your fingers.,Luxe cream
535658,1492711942,P416341,5,1,NA,0,0,0,5/22/21,"Complimentary from La Mer. I’m so happy to have finally tried Creme de la Mer. It’s super rich and hydrating. It is amazing for anyone with dry skin. You only need the smallest amount since you warm the cream with fingertips before applying. It feels exactly as it should, incredibly luxurious.",So rich!
535659,11319517825,P416341,5,1,1,1,0,1,5/22/21,This moisturizer was complimentary  from de Le mer as a gift. I absolutely love this creme. It goes on so smooth and makes my skin feel so soft. It’s definitely out of my price range but it’s such an amazing moisturizer.,
535660,8699317459,P416341,4,1,NA,0,0,0,5/22/21,"I have oily combination skin, acne prone and sensitive. I have alway thought the Creme Version is thick and not for my skin type. Got the chance to try this creme as a complimentary from La Mer and it turns out not as greasy as I thought, trick is to emulsify it for a better absorption. But if you really are oily skin type, probably the Lotion Version is still the best shot.",
535661,1838670851,P416341,5,1,NA,0,0,0,5/22/21,love all of the la mer products that I have try so far. but this one in particular is the best it was gifted by La Mer which I’m so happy . it leaves my skin super hydrated the next morning my skin is flawless and refresh. the price it’s high but super worth it.,love it
535662,26138672340,P416341,3,0,NA,0,0,0,5/22/21,"I was gifted by La mer in return for my honest feedback. You definitely need to read the instructions before hand, a little goes a LONG WAY. I did not love this because I felt it was a little too heavy for me, I prefer gel moisturizers but I’m always open to try new products. I must say I did like how it made my skin look but I also did not like the smell.",Not my favorite but not terrible
535663,11593885337,P416341,4,1,NA,0,0,0,5/22/21,"I’m so glad I was able to try this product complimentary from La Mer after hearing all the hype around the brand! It is lovely and hydrating, and I enjoy using it. I’m glad a little goes a long way so it will last a while! However, the price is just hard for me to justify, even as a skincare junkie! I’m saving it for special occasions!",Nice but pricey!
535664,7050439451,P416341,4,1,NA,0,0,0,5/22/21,I tried the Crème de la Mer 7ml which was complimentary from La Mer for my honest review. I have been using it for the last few weeks. If you have dry skin this is a must have as it will transform your skin care routine entirely.,Transformative for dry skin!
535665,31947708245,P416341,5,1,NA,0,0,0,5/22/21,"Gifted by lamer. From the packaging, it is very popular. After I tried it out, I would like to comment. This cream is worthy of being liked by so many people. It is very useful for my dry skin. It has excellent moisturizing properties and sleeps.  Apply a thick layer before, and the skin will be smooth and supple the next morning, as if it was fully charged.  Of course I haven’t used this cream for a long time, and other effects have not been seen yet. Ask me if I will repurchase it. My answer is yes!  Thanks merchant",
535666,1387188522,P416341,4,1,NA,0,0,0,5/22/21,"Being able to receive a complimentary from La Mer, has me wanting more! was so excited to try La Mer, I heard of the product a few years back, but unfortunately the price tag is not within reach for me. Using the product, it was a bit harder to get out of a trial jar, but I still did as directions recommended and rubbed the cream in my fingers until translucent. The product has a pleasant smell, and felt think and creamy. Made my skin feel tighter almost immediately.  I would absolutely love more.",Wonderful product
535667,5916922162,P416341,5,1,NA,0,0,0,5/22/21,"I absolutely love this product!! A small amount goes along way. It leaves my skin so soft. It doesn’t have a heavy scent which is nice. I would love to be able to buy it regularly, but it’s way to expensive for me. But I can definitely see why. This was a complimentary gift from La Mer.",Love!!
535668,25312481979,P416341,2,0,NA,0,0,0,5/22/21,"I receive this as a complimentary from La Mer. And with a heavy heart, I am not recommending this product for those that has oily skin like me, I have been using this for more than a week and had pimples. My face became more oily than the normal. Though it has a thick consistency and makes your skin feel smooth and moisture but does not stop your skin to get oily. I would only recommend this product to those that has dry skin and not prone to acne.",Not for acne prone
535669,31207396346,P416341,4,1,NA,0,0,0,5/22/21,"I got a sample gifted by La Mer.It was packaged nicely. This is a rich cream with light scent which I prefer.I have combination skin. My forehead is a little greasy the next morning after applying the cream at night. Might be good for winter for combination and oily skin.I hear of this is great when your skin is not stable. My skin didn’t encounter this situation while using the sample, so I can’t tell about this. But it is a nice face cream.The thing I don’t like is that you have to warm it up. As a person like me who prefer less skincare steps, this is a little bit challenge to my patience.",Rich cream
535670,10278696722,P416341,4,1,NA,0,0,0,5/22/21,"I got this cream complimentary from La Mer. This is a great hydrating cream for dry sensitive skin types. The texture is so thick and creamy. You need to warm the cream using fingertips until it becomes translucent, then gently pat it into the skin. It’s not sticky or oily and absorbs right into the skin. It has a strong herbal scent that reminds me of the spa. It keeps my skin smooth and soft all day long. Only a little bit is needed for the entire price.",
535671,1415381630,P416341,5,1,NA,0,0,0,5/22/21,This was gifted by La Mer. This cream is so luxurious and hydrating! I warm a tiny amount between my fingers and then pat it into my skin.  It leaves my skin so supple and hydrated and my fine lines look plumper when I use this.  I love this cream and wish I could bathe in it!,Luxury in a cream!
535672,23374285741,P416341,5,1,NA,0,0,0,5/22/21,"This the best to take care of fine lines and wrinkles, they will visibly repaired your skin and make it feel firmer, looks healthier, and appears visibly renewed. Miracle Broth is the skin-loving elixir that is at the heart of every La Mer treatment, which helps calm the look of redness and other signs of irritation. Ideal for drier skin like me.  This was gifted by La Mer.",Best of the best
535673,5731154950,P416341,5,1,NA,0,0,0,5/22/21,I got this complimentary from La Mer. This is such a luxurious cream and has been my go to for sometime now. I like how it doesn’t feel sticky and gets absorbed quickly. I use it with my retinol and it makes a huge difference with the way my skin feels.,Great
535674,10178779535,P416341,5,1,NA,0,0,0,5/21/21,"This marine derived cream definitely lives up to his hype. The moisturizer has been amazing for my sensitive, acne prone skin. I haven’t noticed any irritations or reactions. The thick creamy consistency melted into my skin. The only downside is the slight fragrance in it. Generously gifted by La Mer.",Great moisturizer
535675,6754422720,P416341,5,1,NA,0,0,0,5/21/21,"Such a nice product gifted by La Mer. this moisturizer feels unlike any other. Initially it seems really thick but blends in easily to the skin and a little goes a long way, keeps my face and neck feeling moisturizer for hours",So good
535676,25082334074,P416341,5,1,NA,0,0,0,5/21/21,"My skin is currently irritated with small dry patches from adapalene treatment - and this cream is perfect to help my skin recover and stay calm. My skin looks glowy and feels super soft. I do have acne-prone skin, but this cream (maybe in combination with adapalene) has not given me any breakouts. Considering the price - I will use it during the problematic times for my skin. It’s rich and thick cream which is very difficult to spread on the skin. That’s why correct application is important - you need to warm it up until it’s translucent and then it goes on the skin much more smoothly and less thick. (A sample was gifted to me for my honest reviews).",great for irritated skin with dry patches
535677,5334317260,P416341,5,1,NA,0,0,0,5/21/21,"I received this product as a complimentary from La Mer in exchange for my honest opinion about this Crème de la Mer.Actually I’ve been using Crème de la Mer for years, and I am addicted to it. It is absolutely amazing facial cream for dry skin in the winter.  The texture is quick thick, you need to warm the cream by using your fingertips until translucent before applying. I am amazed at how quick and easy it absorbs into the skin, and t leaves on my face shine all day without any greasy look. Amazing product!",
535678,25278870774,P416341,5,1,1,2,0,2,5/21/21,First choice moisturizer. amazing!This moisturizer sample was gifted by La Mer and oh my god. It might have been the best moisturizer I’ve ever used. AND IVE USED EVERYTHING! La Mer is my top choice. I highly recommend it.,
535679,5437212224,P416341,2,0,NA,0,0,0,5/21/21,We got this complimentary from La Mer and we were excited because this is my husbands favorite moisturizer! Or at least it was. This morning he found a rather large chunk of plastic in the 2oz that we bought awhile back. We’re grateful to have been gifted the smaller versions but we are now afraid to try them.,Shards of plastic found in my cream
535680,25544201758,P416341,4,1,NA,0,0,0,5/21/21,So far I am liking this new moisturizer! It’s not too thick and it seems to absorb into my skin vs. sitting on top of it. It also blends well with my tinted moisturizer and helps with any little dry patches I might have. The only thing that I do not like is the scent. It’s strong and not my favorite. This was given to me complimentary from La Mer.,
535681,7038534420,P416341,5,1,NA,0,0,0,5/21/21,Thsi cream is worth every penny it’s so good one of my favorite brands and even though it is expensive it is so good I highly recommend this product to everyone I will be repurchasing more because I just can’t get enough gifted by La Mer,MY FAVORITE
535682,27153308306,P416341,5,1,NA,0,0,0,5/21/21,"I have always wanted to try this brand and this moisturizer is the best, with a small amount of the product I can cover my whole face because it is very creamy and it really hydrates my face, don’t let my skin get sticky or oily . this was gifted by La Mer but its my honest opinion",Perfect moisturizer for all skin type
535683,21996746633,P416341,5,1,NA,0,0,0,5/21/21,"complimentary from La Me. After you wash your face every day, first apply the toner and then rub the palm into the heat. Let the palm warm up and take the right amount of the cream. The hands will rub together for 20 seconds to become translucent, and the face will not absorb oil quickly. The steps I use will make the cream absorb the fastest and achieve the better moisturizing effect. Its repairing effect is strong.",Magic Cream
535684,31544442295,P416341,5,1,NA,0,0,0,5/21/21,"This face cream was gifted by La Mer and after tried it,  I really love La Mer Creme De La Mer! I have very sensitive skin and nothing has ever really helped my skin... until now! I saw results in the texture of my skin almost immediately. It makes my skin feel so soft, and gives my face a nice healthy non-greasy glow. Yes, It’s expensive, but definitely worth every penny!",Perfect Daily Moisturizer
535685,5399034659,P416341,5,0,NA,0,0,0,5/21/21,"It’s a great moisturizer. I have oily skin, and it only takes the tiniest bit to cover my face. Smells kind of like Nivea, a nice change from the perfume-y scents that a lot of luxury creams have. Skin is moisturized the next morning without the grease that usually accompanies a thicker cream. Still not worth the price though, no moisturizer is.","Great moisturizer, now worth the price"
535686,7602817290,P416341,5,1,NA,0,0,0,5/21/21,I just used the La Mer moisturizer after washing my face and it’s amazing. I received complimentary from La Mer. It Really hydrated and stays that was doesn’t leave my face greasy or feel extreamly thick. Will definitely be adding this to my new skincare routine,
535687,11003207070,P416341,5,1,NA,0,0,0,5/21/21,"I have been wanting to test this product for a long time. I read several great reviews about it and all i can say is that they were all right. My face felt very hydrated, soft and young looking. A liitle bit of this cream will cover a great area of your face. I received it complimentary from La Mer.",Awesome product!
535688,6056480387,P416341,5,1,NA,0,0,0,5/21/21,"I’ve heard about this product for many years and was finally fortunate to receive a jar, gifted to me by La Mer. The moisturizer is as good as the claims. A tiny dab is enough for my whole face and the scent is divine.",Little goes a long way
535689,22205566620,P416341,4,1,NA,0,0,0,5/21/21,This face cream was gifted by La Mer. It is moisturizing and keeps my skin calm but a bit heavy for me so I only use it during evening. I would use it for not my morning and evening routines during winter time when the air is drier.,
535690,11574575685,P416341,5,1,NA,0,0,0,5/20/21,"I was gifted  by la mer for my honest review.  I am so happy to have these!!!! I’ve never tried pa mer before this .   I like the texture of this cream , very thick and Luxurious. I think it’s a bit heavy, almost greasy but I absolutely love it . It does have a very strong smell though, floral and powdery .  It makes my face feel so hydrated !!!!  My makeup went on alright over the top of it and the little velvet bag they came in is a good one!  Strong material. I am very happy with those product.","Smells very strong powdery , very thick"
535691,1448885041,P416341,5,1,NA,0,0,0,5/20/21,I received this item complimentary from La Mer for my honest review.I love my La Mer moisturizer.  It in incredibility rich for my skin without overwhelming it or making it greasy.  A little goes a long way.  I’ve been scooping out a pea sized amount and warming it between my fingers.  It makes it easier to apply evenly without waste.  It helps a lot with irritation like under my mask.,Rich but not greasy
535692,10299901583,P416341,5,1,NA,0,0,0,5/20/21,It’s my first time trying any of the Lamer products and I’m super impressed with this moisturizing cream that was gifted by La Mer to me. It’s quiet thick and you have to work it between your fingers until it become translucent before applying on to your face. My skin feels super hydrating and moisturized. Totally worth it!,Feels super amazing
535693,28019366812,P416341,5,1,NA,0,0,0,5/20/21,I received this moisturizer complimentary from La Mer. I am so glad I get to try this luxury brand that I heard so much about. I absolutely love this cream! I love the rich texture and it smells great too. It also seems to soothe my redness. Great product!,
535694,30906749718,P416341,5,1,NA,0,0,0,5/20/21,I received  this  complimentary from La Mer.  The Crème de la Mer moisturizer is simply amazing. It didn’t  make my face oily which  a lot of face  moisturizers do. My face  feels so refreshed  and soft.  It’s so creamy and you only  need a little  bit.,Great product
535695,27786564882,P416341,4,0,NA,0,0,0,5/20/21,"I received a gift from La mer.  I like this products very much.  Use this products when your skin is sensitive and unstable, this face cream can help repair your skin and make your skin healthier！love it…",
535696,27007409085,P416341,5,1,NA,0,0,0,5/20/21,I got gifted by La Mer the deluxe samples of Creme de la Mer.I live in a dry weather and this moisturizing cream comes perfect in my skin routine at night leaving my skin soft and absorbing the moisturizer very well .The texture is very rich that comes perfect with my skin type which is dry to normal,I love La Mer Moisturizer
535697,9257697668,P416341,5,1,NA,0,0,0,5/20/21,I have received CREME DE LA MER the moisturizing cream complimentary from Last Mer in exchange for my review . I have been using this LA MER moisturizer every night because is little bit heavy for daytime. I love the texture and the amazing smell leaving my skin nice and smooth. Definitely recommend for everyone.,Great daily moisturizer for dry skin
535698,12640060683,P416341,4,1,NA,0,0,0,5/20/21,I get the hype around this product. It felt very luxurious. The creme is very thick and moisturizing. My skin felt hydrated even when I woke up the morning. I wiah it wasn’t very pricey though. Gifted by La mer.,
535699,1604697416,P416341,5,1,NA,0,0,0,5/20/21,"This moisturizer is so luxurious! It is so creamy and thick but it doesn’t feel oily or heavy! I just need 2 pea-sized to cover my whole face and neck! I warm it first onto my fingers until it is translucent then press it into my face! It really does make my skin feel so smooth and hydrated all day! I love using it at night and it is perfect for any season! I also love the smell, it’s like a powdery floral!",Luxurious Moisturizer
535700,1309424246,P416341,5,1,NA,0,0,0,5/20/21,"This product was gifted to me by La Mer. I absolutely love this cream. It did wonders for my dry skin. It’s a very rich and thick cream so I like to warm it up in my hands before applying it on my face. In my opinion it’s an amazing texture for people who need the moisture for their skin. It does have a very light fragrance which didn’t bother me at all. I would definitely use this product in the colder, drier months of the year. This feels like the perfect winter cream.",Amazing moisturizer
535701,28409991962,P416341,5,1,NA,0,0,0,5/20/21,after reading all the reviews i am tiny bit in shock! first of all - how you guys can judge if you arent using cream the right way? you have to use super small portion of a cream this way - warm it up between your hands - once you see magic happen apply it to your beautiful face with a tap motion - ( NO RUBBING) and than you will see is covers all your face and you will feel pleasant hydration feeling like you were just under the water. its lightweight and great cream! yes price isnt fun but it worth it!2 weeks and skin more firm and hydrate!complimentary from La Mer“ or “gifted by La Mer,very good cream! use it right way!
535702,30541720010,P416341,5,1,NA,0,0,0,5/20/21,"Complimentary from La Mer.So luxurious and creamy, my skin never felt so amazing after a moisturizer.  It doesn’t leave my skin greasy and soaks in within seconds. It provides my dry skin with deep moisture.",Luxurious
535703,10950989350,P416341,3,1,NA,0,0,0,5/20/21,"This was gifted by La Mer as a complementary in exchange for my honest review. I can finally try this famous creme. Its consistency is heavy and somewhat difficult to distribute on the face unless you have it damp from a previous product.  It is a cream that moisturizes the skin very well.  But for oily skin I would not recommend it because although at the moment it does not leave the skin oily, as time passes, the skin becomes very oily.  That is my experience when using it for several days.  This cream does not cause breakouts and I am prone to acne.",Famous creme
535704,6992861809,P416341,3,1,NA,0,0,0,5/20/21,"This was gifted by La Mer as a complementary in exchange for my honest review. I can finally try this famous creme. Its consistency is heavy and somewhat difficult to distribute on the face unless you have it damp from a previous product.  It is a cream that moisturizes the skin very well.  But for oily skin I would not recommend it because although at the moment it does not leave the skin oily, as time passes, the skin becomes very oily.  That is my experience when using it for several days.  This cream does not cause breakouts and I am prone to acne.",The famous creme
535705,12546886674,P416341,5,1,0,1,1,0,5/20/21,LA Mer has a light skin of a ocean breeze smell to me and very lush and glide into your skin for the day and make you glow and look youthful. I love it was gifted by LA Mer.,Love it!
535706,1609218413,P416341,3,0,NA,0,0,0,5/20/21,"I really wanted to like this moisturizer, but I’m not sure it’s for me. Even though I read the directions and watched the video, I struggled to use it in a seamless way. First, no matter how much I warmed this product in my hand, it still felt tacky. Second, warming it in my hands per directions made me feel I was wasting expensive product. Third, I honestly didn’t enjoy the experience of patting it into my face. I felt like I was missing places, and that I couldn’t get good coverage. When I tried smoothing it onto my face, it was just too tacky. I don’t know if I got a bad batch or I have more sensitivity to texture than I thought, but the experience of using this moisturizer wasn’t pleasant. It does seem to do its job, I just missed putting on moisturizer like usual and it was so tempting to go back to my old one that was easy to apply, I’m having trouble finishing it. It was enough of a hassle that I would not buy this product but I gave it 3 stars because I think it does moisturize. This was gifted by La Mer.",Texture issues
535707,5076391857,P416341,5,1,NA,0,0,0,5/20/21,"Wow, wow & one more wow! I am thoroughly impressed with this Lamer moisturizing cream.  I am going through retinol purge and the dry & flakiness that comes with it. Well ladies and gents, this just changed the game! I’ve been using this at night and can see a MAJOR difference in the hydration of my skin. My face no longer feels super tight & I mean at all! My skin feels like actual skin again, no more dreaded reptile texture face for me. When I run out of the samples gifted by La Mer, I will definitely purchase.",Exceptional moisturizer!
535708,1590652497,P416341,5,1,NA,0,0,0,5/20/21,"I received the Crème de la Mer complimentary from La Mer.I absolutely love the Crème de la Mer. This ultra moisturizing creme gives a beautiful, fresh glow to your facial areas and you can instantly feel the hydration that lasts all day.  When I can feel the hydration and softeness and see the results I know I have a golden product. A little bit of this creme goes a long way and it’s very simple to apply. There’s even a helpful tutorial on how to correctly prep the product for use and for applying in a simple pressing motion.  I use this day and night and my face and neck area has never felt and looked better. It does have a high price tag but I will say that this is worth it if you’re serious about skincare. I’ve recommended this product to my friends and family and I’d recommend it to anyone I don’t personally know as well!",Fabulous moisturizer!
535709,7272700672,P416341,5,1,1,3,0,3,5/20/21,"I received this in the Sephora Luxe favorites, and I have been trying just about all sorts of moisturizers, but majority of the ones I’m looking for with all the benefits I want just don’t lay on my skin under my makeup. Not until I tried this one. I definitely need moisture big time, because I use pure retinol. My skins so sensitive to it, It never got use to it No matter what tips the professionals recommend. I’m not sure what drug store sells a moisturizer for a dollar that remotely holds a candle to this, because I’ve seen them all. I give them all a big fat F. This melts into my skin, it doesn’t ball up and fall off. it’s like silk. It’s beautiful and my skin is so soft and balanced out. I absolutely love it. I’m so happy Sephora put it in their favorites. or there’s a big chance I may have not checked it out. So thanks Sephora keep dropping in those awesome box favs. FYI ladies, it’s so worth it. start with the .05 size.",over priced ( TOTALLY WORTH IT)
535710,24226112700,P416341,5,1,NA,0,0,0,5/20/21,This was gifted by LAMER as a complimentary in exchange for my honest review. This melts in my skin so smoothly and gives instant hydration. Keeps my skin moisturised and fresh all day. Must recommended.,All day moisturising
535711,27804000430,P416341,5,1,NA,0,0,0,5/20/21,I was gifted by La Mer  their creme and it has greatly improved my dry skin. My skin loses moisture easily and I feel the need to be constantly applying lotion. Its not the case with this creme and a little goes a long way.,New favorite
535712,9760405620,P416341,5,1,NA,0,0,0,5/20/21,"I received a complimentary from Lamer its creme moisturizer and is magical I have acne scarring and hypermentation and I noticed the results immediately since it has skin cell- renewing my skin its so smooth and soft it’s very thick to the touch and it has a sweet fragrance, it helps my skin to protect it against environmental stress and pollution. My skin feels so healthy and glowy after using it I am in love with Laner moisturizer",Beat moisturizer ever
535713,29827429430,P416341,5,1,NA,0,0,0,5/20/21,"complimentary from La Mer The main effect is to lighten scars, acne marks, stains, smooth fine lines, tighten pores, relieve allergy.It has a strong water-locking function.The texture is a thick paste, which is better absorbed on the face after emulsification",Strong water-locking function
535714,5842912567,P416341,5,1,NA,0,0,0,5/20/21,"Definitely love this moisturizer from La Mer. It’s super rich and helps me to minimize my redness. Just to make sure before you apply the moisturizer on to your face, you have to use your hand to warm it up it little bit kind to melt it. It will bring you much easier to absorb by your skin and also provide you best moisturizing effect. I got this moisturizer complimentary from La Mer to exchange me honest opinion.",Love this moisturizer
535715,5217918750,P416341,5,1,NA,0,0,0,5/20/21,"My favorite moisturizer! The first time I tried this it was gifted to me by La Mer. It leaves my skin silky smooth and the makeup brush glides over it like butter! If you are on the edge, but it! It is so worth the money and you will never buy another moisturizer again (fortunately/unfortunately).",Porcelain Skin
535716,9372109425,P416341,5,1,NA,0,0,0,5/20/21,I received this product complimentary from la mer. I have dry skin and this product has helped! You need to use a small amount (pea size) and warm it between fingers prior to application.,Love it
535717,5862681538,P416341,5,1,NA,0,0,0,5/20/21,"Got this cream as complimentary from La Mer. This is the best facial cream I have ever had.  I have been using la mer for over 3 years. I couldn’t tell you how much more difference my skin has already changed.  and all my friends said my skin discoloration is reduced, there are no fine lines around my eyes, my face always looks smooth, young, and healthy.  Try this cream you will never regret.",
535718,8898132927,P416341,5,1,NA,0,0,0,5/20/21,I received these complimentary from La Mer I love these moisturizers. Some of my favorites and main go tos for daily hydration. Non greasy fast absorbing cream. Gentle enough for all skin types. Effective and totally worth it.,Perfect Daily Moisturizer
535719,1735365101,P416341,5,1,NA,0,0,0,5/20/21,"This la mer cream makes my skin super soft, I highly suggest  looking up how to use and apply. A little goes a long way and this will last you if applied correctly. Must warm up and Pat onto skin. Love the clean smell and overall really great. I think it’s an investment for your skin if you’re willing to pay the price tag. This was complimentary from la mer.",Love the way it feels
535720,24497400889,P416341,4,1,NA,0,0,0,5/20/21,"I believe that this creme is perfect for dry, wintery skin! The formula is so nicely thick, but when you warms it up between your finger, it becomes translucent and it’s easier to apply to the skin. I definitely like how it feels on my skin!! This product is gifted by Lamer for testing purposes.",loving me some thicccc cream!!
535721,13544574,P416341,5,1,NA,0,0,0,5/20/21,“Crime de La Mer”is a thick luxurious face cream with a light fragrance. I warm a pea sized amount for a few seconds on my finger tips- a little goes a long way. I lightly press it into my face and neck- impressed with how soft my skin is! I’m seeing a difference in that my skin as it is  healthier and hydrated. It is a bit pricey but worth it because you do not need too much! Spoil yourself.,"My skin is softer, hydrated, and healthier."
535722,1103053702,P416341,5,1,NA,0,0,0,5/20/21,This moisturizer is a amazing. A little goes a long way. You just warm it up between your fingers and smooth it on. It’s a amazing. I know it’s pricey but it’s well worth it. I will definitely keep purchasing. Gifted by La Mer.,So good!
535723,1546870362,P416341,5,1,NA,0,0,0,5/20/21,"This cream was gifted by La Mer. This cream has the most luxurious and rich texture. It has a thick texture but but it has an almost whipped texture that just melts into the skin. I have very dry skin so, I’m always looking for a rich and nourishing face cream to slather on day and night. This moisturizer really coats the skin in a soothing and cushiony veil. It feels instantly soothing and hydrating. Over time, it definitely locks in moisturizer and hydrated the skin. I love using this in the Eve is because it can feel like a overnight mask! It really hydrates, plumps, and smooths the texture of the skin. You can still use it during the day to prep your skin for makeup, I just wouldn’t apply too much. Makeup glides on the skin very seamlessly and applies very evenly with this moisturizer underneath. While it is pricey, I find I never need much to really hydrated and nourish my skin. I highly recommend this cream! It really is as luxurious as everyone says it is!",Hydrating and Rich
535724,24307517617,P416341,5,1,NA,0,0,0,5/19/21,I received the La Mer moisturizing cream complimentary from La Mer. I found it to be an excellent source of moisture. My skin looked and felt beautiful and radiant. The scent reminds me of baby lotion.,Excellent moisturizing
535725,8253254909,P416341,5,1,NA,0,0,0,5/19/21,"I’m in love with this product that I received complimentary from La Mer. Not sure exactly what the magic is, but my skin looks and feels amazing using this cream, instantly transformed from day 1. I usually have dry skin and this seems to provide just enough hydration - so much that I could skip my usual night mask ritual. A little goes a long way - especially if you rub it in with your fingers before applying to your face. So yes, it is pricey, but yes, it is totally worth it. It does have a slight fragrance to it, but it is not overpowering or anything. Other than that is just a thick white cream that you can scoop it out of the jar and warm between fingers.",Works like a charm
535726,20163188032,P416341,4,1,NA,0,0,0,5/19/21,"This cream is incredibly hydrating and works so perfectly for my dry, sensitive skin. I love that it reduces my redness and gives me a plump and glowing look. I would prefer the cream in packaging that reflects its decedent formula, the plastic seems a bit cheap when considering the price of this luxury product. Overall though, I think this is a fantastic product that gives real results for dehydrated and/or aging skin! This product was gifted by La Mer in exchange for my honest review.",Decadence in a jar!
535727,973176829,P416341,5,1,NA,0,0,0,5/19/21,"I have been wanting to try La Met for years and I am so happy that I finally did. I received the product complimentary from La Met. A little bit goes a long way which is great given the price. I apply it at night and wake up with smooth, hydrated and feeling luxurious skin. Highly recommend.",Great product
535728,27673357760,P416341,4,1,NA,0,0,0,5/19/21,"This was gifted by La Mer. After using this moisturizer for a few days, my skin has never felt better! I apply a small amount each night and wake up with the softest skin. A little goes a long way, which is so nice. I highly recommend!",
535729,7153847786,P416341,5,1,NA,0,0,0,5/19/21,"I absolutely love this cream, my face feels so moist! When I learned I had to apply it tapping after rubbing in my hands, and not rubbing it my face, it was a game changer! It absorbs better and I feel fresh for longer. This was gifted by La Mer.",Great
535730,2427352319,P416341,5,1,1,2,0,2,5/19/21,I received this complimentary from La Mer to review for my honest review and I love it. It reduces my redness and moisture my dry skin! I warm it up in my hands and apply. It’s a thicker cream which is perfect for dry mature skin.,Perfect for dry mature skin
535731,24546388173,P416341,5,1,NA,0,0,0,5/19/21,"This cream is amazing, I been using 1 week ago and I so happy with the results, this cream it absorbs very well into my skin and instantly moisturized. It leaves my skin very soft, silk and fresh, I love this cream because don’t leave my skin greasy, it’s works so well for my combo skin!I received complimentary from La Mer",Great cream
535732,31168801365,P416341,5,1,NA,0,0,0,5/19/21,"The Creme’ de le Mer was gifted to me for this review. This facial cream is all-around luxurious! I think the scent is amazing and smells clean and fresh. The application process is simple and leaves your skin feeling soft and light. This did not irritate my skin but left it feeling hydrated. I am super impressed with this product. This was a complimentary sample from La Mer but all opinions are my own, I pinky promise!",So luxurious!
